PF00096 | CL0361
PF09104 | CL0021
PF21229 | CL0123
PF07354 | CL0159
PF12539 | CL0724
PF10246 | CL0021
PF14955 | CL0007
PF15860 | CL0347
PF13579 | CL0113
PF06369 | CL0293
PF16690 | CL0529
PF21027 | CL0159
PF09248 | CL0047
PF10214 | CL0186
PF08207 | CL0010
PF20694 | CL0723
PF02101 | CL0192
PF08923 | CL0431
PF05096 | CL0186
PF14906 | CL0020
PF08448 | CL0183
PF18554 | CL0123
PF01132 | CL0021
PF17122 | CL0229
PF10327 | CL0192
PF18378 | CL0020
PF13842 | CL0167
PF16672 | CL0431
PF17802 | CL0287
PF09263 | CL0199
PF09014 | CL0001
PF13287 | CL0159
PF11921 | CL0022
PF03702 | CL0108
PF03176 | CL0322
PF08166 | CL0020
PF05704 | CL0110
PF09414 | CL0179
PF08666 | CL0489
PF13002 | CL0135
PF20263 | CL0491
PF16797 | CL0209
PF16682 | CL0809
PF14478 | CL0072
PF01367 | CL0464
PF16100 | CL0021
PF06239 | CL0020
PF21232 | CL0020
PF07823 | CL0247
PF10287 | CL0004
PF22435 | CL0101
PF19298 | CL0209
PF17432 | CL0020
PF20976 | CL0734
PF19263 | CL0023
PF16726 | CL0266
PF16044 | CL0125
PF09370 | CL0036
PF17169 | CL0745
PF09465 | CL0010
PF03318 | CL0345
PF09776 | CL0758
PF10169 | CL0820
PF07245 | CL0543
PF02915 | CL0044
PF11620 | CL0072
PF05173 | CL0139
PF22068 | CL0202
PF16577 | CL0214
PF21298 | CL0459
PF22070 | CL0202
PF00353 | CL0592
PF09170 | CL0123
PF13019 | CL0072
PF16776 | CL0266
PF07344 | CL0375
PF18721 | CL0687
PF07080 | CL0051
PF19729 | CL0022
PF16685 | CL0229
PF07453 | CL0123
PF22069 | CL0202
PF07333 | CL0054
PF21105 | CL0032
PF20884 | CL0010
PF05706 | CL0031
PF13468 | CL0104
PF16709 | CL0159
PF07282 | CL0167
PF01741 | CL0167
PF22076 | CL0159
PF03235 | CL0248
PF11510 | CL0020
PF21632 | CL0123
PF03664 | CL0143
PF10579 | CL0020
PF16705 | CL0261
PF17180 | CL0317
PF03576 | CL0635
PF01011 | CL0186
PF08309 | CL0186
PF11152 | CL0161
PF09060 | CL0614
PF12169 | CL0604
PF16875 | CL0103
PF13392 | CL0263
PF14186 | CL0154
PF05881 | CL0247
PF21939 | CL0779
PF12733 | CL0159
PF06258 | CL0113
PF21329 | CL0752
PF21669 | CL0021
PF12705 | CL0236
PF18837 | CL0022
PF01097 | CL0054
PF15886 | CL0159
PF18704 | CL0010
PF09285 | CL0021
PF15499 | CL0125
PF01099 | CL0370
PF11111 | CL0023
PF22066 | CL0159
PF21670 | CL0188
PF21947 | CL0117
PF16842 | CL0221
PF18485 | CL0172
PF08545 | CL0046
PF08976 | CL0220
PF04090 | CL0020
PF15404 | CL0266
PF21200 | CL0159
PF21169 | CL0306
PF03652 | CL0580
PF16994 | CL0113
PF01041 | CL0061
PF03255 | CL0127
PF14587 | CL0036
PF05337 | CL0053
PF18911 | CL0159
PF07107 | CL0051
PF14835 | CL0229
PF14941 | CL0814
PF00959 | CL0037
PF21492 | CL0758
PF21794 | CL0198
PF08536 | CL0609
PF11940 | CL0159
PF13462 | CL0172
PF09206 | CL0004
PF09288 | CL0214
PF21171 | CL0159
PF03636 | CL0103
PF12898 | CL0167
PF07498 | CL0306
PF02427 | CL0010
PF20626 | CL0001
PF22065 | CL0159
PF15177 | CL0053
PF22064 | CL0159
PF06581 | CL0651
PF18368 | CL0159
PF07386 | CL0545
PF17812 | CL0159
PF01716 | CL0193
PF17756 | CL0159
PF04794 | CL0158
PF07912 | CL0172
PF20641 | CL0186
PF15165 | CL0266
PF15446 | CL0229
PF09130 | CL0106
PF13816 | CL0032
PF14610 | CL0159
PF15997 | CL0010
PF21146 | CL0159
PF05433 | CL0500
PF02670 | CL0063
PF21288 | CL0005
PF06247 | CL0001
PF17684 | CL0266
PF00127 | CL0026
PF10316 | CL0192
PF09443 | CL0001
PF08369 | CL0671
PF05336 | CL0032
PF08436 | CL0139
PF07062 | CL0375
PF13442 | CL0318
PF09190 | CL0258
PF18014 | CL0257
PF02195 | CL0248
PF21030 | CL0186
PF02810 | CL0821
PF17050 | CL0683
PF11107 | CL0020
PF16756 | CL0186
PF07260 | CL0222
PF00537 | CL0054
PF20945 | CL0732
PF18584 | CL0266
PF21367 | CL0361
PF03633 | CL0749
PF08472 | CL0051
PF06579 | CL0117
PF22645 | CL0067
PF13095 | CL0016
PF03796 | CL0023
PF12634 | CL0266
PF22567 | CL0214
PF00142 | CL0023
PF11427 | CL0123
PF00070 | CL0063
PF15008 | CL0051
PF09305 | CL0607
PF17797 | CL0221
PF13449 | CL0186
PF08982 | CL0209
PF03466 | CL0177
PF15406 | CL0266
PF14963 | CL0706
PF21309 | CL0164
PF21886 | CL0065
PF13288 | CL0063
PF21588 | CL0020
PF07510 | CL0263
PF13355 | CL0051
PF11095 | CL0010
PF16680 | CL0159
PF02156 | CL0036
PF21286 | CL0001
PF12973 | CL0029
PF09159 | CL0219
PF21816 | CL0361
PF01500 | CL0520
PF21287 | CL0005
PF00489 | CL0053
PF16744 | CL0229
PF06969 | CL0123
PF20825 | CL0707
PF21855 | CL0773
PF22060 | CL0159
PF06372 | CL0010
PF14674 | CL0020
PF15510 | CL0012
PF21334 | CL0753
PF12740 | CL0028
PF20923 | CL0813
PF03741 | CL0292
PF15169 | CL0266
PF01820 | CL0063
PF07938 | CL0186
PF14609 | CL0540
PF18479 | CL0280
PF14534 | CL0051
PF05257 | CL0125
PF17949 | CL0236
PF12331 | CL0020
PF16874 | CL0369
PF17826 | CL0020
PF17210 | CL0287
PF17813 | CL0159
PF02679 | CL0036
PF11496 | CL0023
PF02278 | CL0103
PF10341 | CL0021
PF01276 | CL0061
PF03746 | CL0158
PF10325 | CL0192
PF22217 | CL0087
PF18581 | CL0020
PF07977 | CL0050
PF09044 | CL0812
PF18420 | CL0123
PF14807 | CL0545
PF06351 | CL0650
PF02760 | CL0021
PF20625 | CL0680
PF13758 | CL0200
PF02449 | CL0036
PF07221 | CL0059
PF17213 | CL0023
PF10430 | CL0159
PF01029 | CL0633
PF14623 | CL0363
PF10395 | CL0186
PF20398 | CL0710
PF21604 | CL0159
PF20978 | CL0735
PF08228 | CL0101
PF02578 | CL0663
PF00126 | CL0123
PF18811 | CL0186
PF08731 | CL0274
PF18706 | CL0063
PF17950 | CL0407
PF13237 | CL0344
PF16714 | CL0492
PF11032 | CL0116
PF00882 | CL0368
PF02153 | CL0063
PF13543 | CL0003
PF13826 | CL0032
PF01197 | CL0758
PF09166 | CL0139
PF04107 | CL0286
PF18707 | CL0159
PF16347 | CL0088
PF02470 | CL0775
PF12754 | CL0072
PF09238 | CL0159
PF04452 | CL0098
PF21854 | CL0128
PF20463 | CL0106
PF09192 | CL0016
PF06211 | CL0117
PF15910 | CL0159
PF21870 | CL0521
PF02713 | CL0209
PF02988 | CL0117
PF04012 | CL0235
PF03973 | CL0116
PF20919 | CL0022
PF06869 | CL0219
PF13933 | CL0126
PF13875 | CL0237
PF06393 | CL0551
PF06100 | CL0063
PF18459 | CL0726
PF03313 | CL0722
PF04187 | CL0572
PF02683 | CL0292
PF15036 | CL0053
PF00477 | CL0385
PF10142 | CL0028
PF00236 | CL0079
PF07488 | CL0036
PF18049 | CL0219
PF16657 | CL0369
PF21985 | CL0487
PF07721 | CL0020
PF21460 | CL0159
PF10480 | CL0266
PF15715 | CL0012
PF15474 | CL0812
PF20468 | CL0020
PF03315 | CL0697
PF18107 | CL0123
PF01291 | CL0053
PF10322 | CL0192
PF06283 | CL0014
PF17211 | CL0642
PF04863 | CL0001
PF14870 | CL0186
PF12826 | CL0198
PF14311 | CL0167
PF01958 | CL0139
PF01930 | CL0236
PF02687 | CL0404
PF11465 | CL0159
PF01375 | CL0084
PF15702 | CL0186
PF06875 | CL0053
PF03437 | CL0036
PF18282 | CL0702
PF18450 | CL0361
PF02317 | CL0106
PF02408 | CL0164
PF18278 | CL0607
PF21058 | CL0020
PF21406 | CL0164
PF13662 | CL0413
PF15292 | CL0616
PF14669 | CL0399
PF17147 | CL0591
PF00714 | CL0053
PF01551 | CL0105
PF09034 | CL0723
PF16005 | CL0007
PF03648 | CL0546
PF18461 | CL0041
PF07448 | CL0320
PF20887 | CL0010
PF15347 | CL0757
PF13240 | CL0167
PF08124 | CL0059
PF06827 | CL0167
PF18463 | CL0726
PF01656 | CL0023
PF18611 | CL0159
PF04229 | CL0260
PF02684 | CL0113
PF04536 | CL0063
PF15793 | CL0021
PF14565 | CL0053
PF11720 | CL0367
PF02945 | CL0263
PF13924 | CL0116
PF03269 | CL0063
PF12658 | CL0021
PF21335 | CL0753
PF03525 | CL0266
PF07359 | CL0083
PF03331 | CL0329
PF16190 | CL0105
PF01110 | CL0053
PF15157 | CL0220
PF16850 | CL0066
PF16974 | CL0159
PF21346 | CL0059
PF15909 | CL0361
PF07244 | CL0191
PF21345 | CL0103
PF01415 | CL0053
PF15384 | CL0777
PF09056 | CL0629
PF13187 | CL0344
PF17785 | CL0178
PF18196 | CL0123
PF15001 | CL0431
PF22779 | CL0021
PF05466 | CL0756
PF01225 | CL0365
PF13538 | CL0023
PF03306 | CL0615
PF10672 | CL0063
PF21230 | CL0293
PF05139 | CL0572
PF16764 | CL0266
PF18800 | CL0375
PF18445 | CL0167
PF19501 | CL0105
PF22781 | CL0072
PF18606 | CL0123
PF10319 | CL0192
PF02575 | CL0717
PF08211 | CL0109
PF15064 | CL0186
PF18566 | CL0059
PF11765 | CL0286
PF03618 | CL0023
PF18120 | CL0369
PF11017 | CL0063
PF20517 | CL0375
PF09064 | CL0001
PF02527 | CL0063
PF03193 | CL0023
PF08028 | CL0087
PF06764 | CL0172
PF09848 | CL0023
PF11038 | CL0159
PF03039 | CL0053
PF04359 | CL0070
PF03769 | CL0193
PF07831 | CL0105
PF17410 | CL0656
PF07298 | CL0115
PF02870 | CL0219
PF03761 | CL0124
PF06614 | CL0756
PF08210 | CL0109
PF21312 | CL0123
PF14611 | CL0007
PF05991 | CL0280
PF01906 | CL0522
PF05025 | CL0101
PF07711 | CL0159
PF02606 | CL0023
PF01903 | CL0043
PF04183 | CL0016
PF14743 | CL0021
PF13304 | CL0023
PF17840 | CL0736
PF02740 | CL0621
PF18447 | CL0159
PF20491 | CL0719
PF05014 | CL0498
PF06249 | CL0029
PF08391 | CL0056
PF02091 | CL0040
PF07961 | CL0051
PF05532 | CL0406
PF08635 | CL0139
PF04339 | CL0257
PF15016 | CL0708
PF01782 | CL0105
PF05698 | CL0262
PF02868 | CL0126
PF09822 | CL0014
PF05933 | CL0255
PF04481 | CL0036
PF12887 | CL0474
PF01140 | CL0074
PF17244 | CL0021
PF14863 | CL0020
PF05870 | CL0116
PF06206 | CL0116
PF21225 | CL0361
PF00674 | CL0123
PF20680 | CL0237
PF20297 | CL0010
PF01637 | CL0023
PF10988 | CL0268
PF06342 | CL0028
PF18048 | CL0361
PF07014 | CL0380
PF01386 | CL0733
PF07740 | CL0083
PF09164 | CL0282
PF16647 | CL0053
PF18565 | CL0159
PF06355 | CL0293
PF16355 | CL0159
PF22833 | CL0708
PF05685 | CL0236
PF15407 | CL0221
PF09272 | CL0550
PF22834 | CL0708
PF18313 | CL0021
PF14021 | CL0084
PF01117 | CL0345
PF22198 | CL0067
PF08378 | CL0236
PF22261 | CL0661
PF13458 | CL0144
PF01081 | CL0036
PF15025 | CL0708
PF01114 | CL0621
PF22524 | CL0123
PF02685 | CL0108
PF01964 | CL0036
PF02482 | CL0219
PF00165 | CL0123
PF17842 | CL0196
PF21688 | CL0063
PF01447 | CL0126
PF16683 | CL0125
PF18868 | CL0361
PF04414 | CL0408
PF18464 | CL0726
PF03422 | CL0202
PF09612 | CL0132
PF10340 | CL0028
PF13416 | CL0177
PF14985 | CL0375
PF22012 | CL0159
PF04357 | CL0401
PF01353 | CL0069
PF03703 | CL0266
PF07484 | CL0779
PF18207 | CL0159
PF11054 | CL0659
PF08398 | CL0629
PF09818 | CL0023
PF15111 | CL0131
PF06838 | CL0061
PF11852 | CL0369
PF22842 | CL0268
PF00301 | CL0045
PF02041 | CL0029
PF12567 | CL0159
PF17246 | CL0021
PF14864 | CL0311
PF17245 | CL0021
PF07224 | CL0028
PF09239 | CL0329
PF20429 | CL0219
PF00486 | CL0123
PF22851 | CL0159
PF22259 | CL0661
PF07400 | CL0053
PF20514 | CL0123
PF13205 | CL0159
PF07428 | CL0149
PF21320 | CL0123
PF14803 | CL0167
PF06876 | CL0054
PF02941 | CL0010
PF06821 | CL0028
PF02117 | CL0192
PF02590 | CL0098
PF16782 | CL0020
PF20170 | CL0072
PF21261 | CL0105
PF15332 | CL0757
PF00216 | CL0548
PF04413 | CL0113
PF04425 | CL0135
PF06742 | CL0528
PF18585 | CL0537
PF21517 | CL0123
PF06485 | CL0219
PF14279 | CL0263
PF13564 | CL0131
PF22123 | CL0219
PF03738 | CL0179
PF18608 | CL0361
PF06574 | CL0039
PF14099 | CL0004
PF09587 | CL0163
PF17967 | CL0159
PF06962 | CL0063
PF03445 | CL0260
PF17124 | CL0014
PF09257 | CL0607
PF16582 | CL0063
PF22195 | CL0692
PF05239 | CL0350
PF20777 | CL0007
PF06653 | CL0375
PF13454 | CL0063
PF04231 | CL0263
PF02559 | CL0010
PF00873 | CL0322
PF06863 | CL0528
PF18804 | CL0687
PF00496 | CL0177
PF10571 | CL0167
PF03442 | CL0159
PF04261 | CL0032
PF21412 | CL0164
PF01989 | CL0364
PF10530 | CL0083
PF02024 | CL0053
PF13320 | CL0036
PF15138 | CL0333
PF00196 | CL0123
PF01771 | CL0236
PF09471 | CL0126
PF05690 | CL0036
PF18779 | CL0022
PF20742 | CL0220
PF09191 | CL0159
PF14495 | CL0318
PF14252 | CL0093
PF16755 | CL0186
PF21986 | CL0278
PF07367 | CL0293
PF02393 | CL0526
PF18774 | CL0109
PF20446 | CL0097
PF08732 | CL0063
PF15491 | CL0586
PF07109 | CL0063
PF01547 | CL0177
PF02421 | CL0023
PF20260 | CL0178
PF10000 | CL0070
PF14531 | CL0016
PF12804 | CL0110
PF05203 | CL0363
PF08388 | CL0359
PF05990 | CL0028
PF02399 | CL0023
PF21141 | CL0137
PF06954 | CL0726
PF04230 | CL0113
PF00877 | CL0125
PF00543 | CL0089
PF02028 | CL0062
PF05919 | CL0027
PF15096 | CL0159
PF02224 | CL0023
PF17774 | CL0221
PF02357 | CL0439
PF21117 | CL0123
PF15703 | CL0757
PF07394 | CL0088
PF07681 | CL0131
PF21087 | CL0037
PF16706 | CL0159
PF00727 | CL0053
PF22740 | CL0031
PF18579 | CL0123
PF05551 | CL0263
PF18087 | CL0299
PF11766 | CL0159
PF22954 | CL0347
PF17973 | CL0159
PF10890 | CL0429
PF01555 | CL0063
PF03427 | CL0155
PF21959 | CL0186
PF21145 | CL0159
PF02333 | CL0186
PF09154 | CL0369
PF07940 | CL0103
PF02074 | CL0126
PF14884 | CL0543
PF00593 | CL0193
PF12204 | CL0116
PF02631 | CL0123
PF02016 | CL0014
PF09459 | CL0159
PF15108 | CL0375
PF17676 | CL0364
PF16911 | CL0149
PF05711 | CL0063
PF17032 | CL0167
PF03100 | CL0021
PF15866 | CL0389
PF18723 | CL0686
PF02655 | CL0179
PF15556 | CL0729
PF04471 | CL0236
PF05162 | CL0652
PF21509 | CL0809
PF17738 | CL0219
PF04843 | CL0125
PF09619 | CL0159
PF20783 | CL0274
PF15729 | CL0154
PF03199 | CL0063
PF21336 | CL0361
PF00990 | CL0276
PF16670 | CL0036
PF21587 | CL0020
PF04232 | CL0441
PF17996 | CL0202
PF21059 | CL0389
PF02337 | CL0074
PF21053 | CL0116
PF20670 | CL0209
PF14667 | CL0222
PF10868 | CL0054
PF21016 | CL0198
PF22769 | CL0153
PF09112 | CL0612
PF18276 | CL0202
PF21395 | CL0148
PF07209 | CL0766
PF00872 | CL0219
PF02947 | CL0053
PF18572 | CL0745
PF17744 | CL0159
PF13441 | CL0500
PF03488 | CL0239
PF11347 | CL0010
PF10009 | CL0016
PF21803 | CL0537
PF00768 | CL0013
PF13386 | CL0292
PF17954 | CL0029
PF05988 | CL0172
PF22844 | CL0186
PF08795 | CL0125
PF03596 | CL0292
PF09085 | CL0159
PF13592 | CL0123
PF16865 | CL0497
PF05778 | CL0725
PF11623 | CL0010
PF21284 | CL0001
PF21733 | CL0041
PF11910 | CL0010
PF18073 | CL0167
PF09237 | CL0361
PF13367 | CL0472
PF06739 | CL0186
PF02689 | CL0023
PF21975 | CL0200
PF00633 | CL0198
PF15020 | CL0186
PF21340 | CL0004
PF04711 | CL0725
PF17886 | CL0190
PF09342 | CL0124
PF01497 | CL0043
PF17641 | CL0659
PF10182 | CL0321
PF18634 | CL0807
PF03588 | CL0257
PF01947 | CL0122
PF05708 | CL0125
PF16649 | CL0053
PF16965 | CL0184
PF22849 | CL0159
PF14786 | CL0041
PF11175 | CL0055
PF15234 | CL0757
PF13183 | CL0344
PF21291 | CL0123
PF04691 | CL0725
PF01374 | CL0037
PF08011 | CL0236
PF15100 | CL0192
PF13204 | CL0036
PF01443 | CL0023
PF09113 | CL0612
PF19977 | CL0221
PF04657 | CL0184
PF18399 | CL0678
PF04041 | CL0143
PF18637 | CL0029
PF05355 | CL0725
PF02819 | CL0083
PF17645 | CL0399
PF20054 | CL0700
PF01057 | CL0023
PF18744 | CL0109
PF15750 | CL0361
PF03448 | CL0436
PF08605 | CL0010
PF01653 | CL0179
PF18001 | CL0159
PF16036 | CL0560
PF08192 | CL0124
PF00323 | CL0075
PF20864 | CL0167
PF12833 | CL0123
PF21548 | CL0186
PF03984 | CL0186
PF01527 | CL0123
PF10437 | CL0233
PF02901 | CL0339
PF13407 | CL0144
PF15095 | CL0066
PF03768 | CL0193
PF21447 | CL0237
PF00912 | CL0037
PF17737 | CL0159
PF16990 | CL0202
PF21981 | CL0123
PF13013 | CL0271
PF17649 | CL0551
PF11703 | CL0083
PF06983 | CL0104
PF17743 | CL0220
PF07143 | CL0116
PF10014 | CL0029
PF09990 | CL0328
PF12191 | CL0607
PF18444 | CL0221
PF08000 | CL0266
PF22592 | CL0220
PF06214 | CL0159
PF08892 | CL0766
PF08189 | CL0075
PF08239 | CL0010
PF06745 | CL0023
PF00910 | CL0023
PF01515 | CL0270
PF14588 | CL0534
PF01469 | CL0505
PF03553 | CL0182
PF18795 | CL0020
PF13683 | CL0219
PF18486 | CL0123
PF09291 | CL0159
PF01568 | CL0199
PF02025 | CL0053
PF06993 | CL0447
PF01609 | CL0219
PF16720 | CL0083
PF03718 | CL0268
PF16332 | CL0059
PF11958 | CL0004
PF14421 | CL0109
PF18783 | CL0268
PF03173 | CL0203
PF13810 | CL0143
PF05482 | CL0705
PF00158 | CL0023
PF12753 | CL0020
PF22831 | CL0159
PF21962 | CL0458
PF08713 | CL0020
PF13614 | CL0023
PF03539 | CL0129
PF18413 | CL0186
PF20578 | CL0159
PF10994 | CL0105
PF17182 | CL0264
PF03971 | CL0270
PF00842 | CL0105
PF18609 | CL0003
PF03268 | CL0176
PF09479 | CL0072
PF10416 | CL0123
PF16403 | CL0159
PF20490 | CL0370
PF05547 | CL0126
PF14517 | CL0143
PF03819 | CL0231
PF18841 | CL0268
PF16825 | CL0056
PF18023 | CL0487
PF11625 | CL0123
PF18633 | CL0537
PF02367 | CL0023
PF06382 | CL0114
PF06439 | CL0004
PF02068 | CL0461
PF00553 | CL0203
PF09256 | CL0607
PF12323 | CL0123
PF01658 | CL0139
PF14592 | CL0268
PF21349 | CL0045
PF08975 | CL0247
PF01804 | CL0052
PF07368 | CL0099
PF07140 | CL0159
PF15023 | CL0221
PF00440 | CL0123
PF12800 | CL0344
PF17775 | CL0051
PF00905 | CL0013
PF02175 | CL0192
PF09252 | CL0370
PF09117 | CL0333
PF05083 | CL0757
PF03383 | CL0192
PF03288 | CL0123
PF11581 | CL0083
PF14539 | CL0050
PF15050 | CL0757
PF20030 | CL0023
PF20902 | CL0730
PF02899 | CL0469
PF01358 | CL0063
PF04069 | CL0177
PF04989 | CL0063
PF21391 | CL0061
PF07464 | CL0725
PF17167 | CL0059
PF16477 | CL0103
PF02384 | CL0063
PF12256 | CL0186
PF06165 | CL0103
PF12902 | CL0044
PF04940 | CL0622
PF00451 | CL0054
PF00437 | CL0023
PF18713 | CL0257
PF04399 | CL0497
PF05326 | CL0159
PF07085 | CL0365
PF03174 | CL0159
PF13759 | CL0029
PF22877 | CL0221
PF21204 | CL0746
PF03120 | CL0021
PF12904 | CL0369
PF02652 | CL0182
PF15505 | CL0010
PF05935 | CL0186
PF21982 | CL0123
PF04879 | CL0344
PF12695 | CL0028
PF13173 | CL0023
PF03704 | CL0020
PF18089 | CL0209
PF11410 | CL0083
PF03379 | CL0181
PF08843 | CL0260
PF01904 | CL0036
PF06042 | CL0260
PF02638 | CL0036
PF19583 | CL0381
PF00908 | CL0029
PF21761 | CL0106
PF09851 | CL0660
PF02040 | CL0182
PF02653 | CL0142
PF03749 | CL0236
PF14464 | CL0366
PF16839 | CL0083
PF09394 | CL0159
PF10429 | CL0051
PF03724 | CL0116
PF17868 | CL0671
PF02675 | CL0407
PF18997 | CL0159
PF08281 | CL0123
PF03590 | CL0040
PF17803 | CL0159
PF21348 | CL0186
PF19078 | CL0159
PF06514 | CL0198
PF01021 | CL0523
PF02543 | CL0108
PF15681 | CL0757
PF09246 | CL0020
PF01427 | CL0170
PF03601 | CL0064
PF00715 | CL0053
PF14307 | CL0036
PF08532 | CL0014
PF14519 | CL0223
PF14216 | CL0031
PF01228 | CL0339
PF00392 | CL0123
PF16032 | CL0154
PF03883 | CL0771
PF21104 | CL0202
PF06508 | CL0039
PF04789 | CL0192
PF02796 | CL0123
PF03260 | CL0066
PF06445 | CL0319
PF15028 | CL0159
PF06452 | CL0559
PF03487 | CL0053
PF08310 | CL0186
PF00799 | CL0169
PF18469 | CL0266
PF15094 | CL0159
PF19112 | CL0209
PF01109 | CL0053
PF21691 | CL0812
PF02589 | CL0063
PF20091 | CL0028
PF06852 | CL0257
PF18279 | CL0361
PF02456 | CL0023
PF04632 | CL0307
PF10467 | CL0066
PF05677 | CL0028
PF10013 | CL0175
PF18831 | CL0022
PF12893 | CL0051
PF16007 | CL0123
PF16576 | CL0105
PF00680 | CL0027
PF00563 | CL0276
PF02954 | CL0123
PF06965 | CL0064
PF07669 | CL0063
PF01270 | CL0059
PF09837 | CL0110
PF21595 | CL0066
PF07733 | CL0260
PF17648 | CL0631
PF06039 | CL0063
PF10138 | CL0128
PF18306 | CL0349
PF02557 | CL0170
PF03423 | CL0576
PF09197 | CL0123
PF07685 | CL0014
PF12801 | CL0344
PF00945 | CL0156
PF13597 | CL0339
PF18468 | CL0240
PF05594 | CL0268
PF08579 | CL0020
PF09224 | CL0004
PF02813 | CL0074
PF16313 | CL0126
PF13607 | CL0506
PF01292 | CL0328
PF17125 | CL0795
PF02608 | CL0144
PF21368 | CL0263
PF11415 | CL0054
PF07720 | CL0020
PF02080 | CL0582
PF02522 | CL0627
PF05787 | CL0186
PF01345 | CL0159
PF12600 | CL0193
PF05088 | CL0063
PF14323 | CL0158
PF14552 | CL0082
PF13930 | CL0263
PF02113 | CL0013
PF11770 | CL0757
PF08459 | CL0219
PF10127 | CL0260
PF16804 | CL0020
PF03275 | CL0063
PF22086 | CL0265
PF08496 | CL0127
PF18961 | CL0103
PF06434 | CL0364
PF09826 | CL0186
PF15216 | CL0053
PF18370 | CL0159
PF08402 | CL0021
PF09976 | CL0020
PF03023 | CL0222
PF03415 | CL0093
PF08203 | CL0426
PF10974 | CL0116
PF04519 | CL0268
PF14865 | CL0054
PF12384 | CL0129
PF04343 | CL0031
PF13545 | CL0123
PF18181 | CL0676
PF16771 | CL0459
PF12344 | CL0023
PF00825 | CL0329
PF05496 | CL0023
PF02011 | CL0059
PF16912 | CL0063
PF11124 | CL0257
PF21457 | CL0537
PF18771 | CL0109
PF12891 | CL0036
PF13291 | CL0070
PF18021 | CL0066
PF02407 | CL0169
PF08092 | CL0083
PF14586 | CL0343
PF17241 | CL0523
PF07075 | CL0063
PF03775 | CL0268
PF16419 | CL0020
PF08089 | CL0083
PF18766 | CL0023
PF21569 | CL0221
PF09488 | CL0110
PF09339 | CL0123
PF05204 | CL0324
PF21409 | CL0010
PF05962 | CL0029
PF16658 | CL0437
PF11989 | CL0020
PF01098 | CL0142
PF12903 | CL0475
PF17017 | CL0361
PF13533 | CL0105
PF10703 | CL0116
PF13175 | CL0023
PF04307 | CL0368
PF02977 | CL0096
PF08275 | CL0748
PF02452 | CL0010
PF22677 | CL0104
PF21693 | CL0291
PF11791 | CL0020
PF02743 | CL0165
PF04378 | CL0063
PF02694 | CL0184
PF08950 | CL0143
PF12694 | CL0349
PF19019 | CL0159
PF13276 | CL0123
PF18488 | CL0807
PF17409 | CL0116
PF03209 | CL0015
PF16314 | CL0536
PF18962 | CL0159
PF02160 | CL0129
PF16868 | CL0177
PF02067 | CL0461
PF18639 | CL0431
PF10285 | CL0116
PF05932 | CL0097
PF12704 | CL0199
PF11941 | CL0369
PF21311 | CL0143
PF13377 | CL0144
PF18258 | CL0333
PF17990 | CL0159
PF12724 | CL0042
PF16846 | CL0507
PF18638 | CL0186
PF13451 | CL0167
PF05167 | CL0339
PF03713 | CL0044
PF05163 | CL0310
PF02371 | CL0198
PF01022 | CL0123
PF03960 | CL0172
PF14579 | CL0198
PF21603 | CL0020
PF11997 | CL0113
PF18761 | CL0192
PF16721 | CL0361
PF21850 | CL0408
PF13529 | CL0125
PF14866 | CL0054
PF02912 | CL0298
PF18693 | CL0021
PF19045 | CL0506
PF00299 | CL0096
PF03050 | CL0219
PF02355 | CL0322
PF07729 | CL0388
PF08305 | CL0202
PF04166 | CL0270
PF18794 | CL0020
PF17757 | CL0664
PF06176 | CL0016
PF02927 | CL0159
PF14397 | CL0179
PF13231 | CL0111
PF14528 | CL0324
PF21559 | CL0123
PF03480 | CL0177
PF02211 | CL0010
PF17746 | CL0021
PF18171 | CL0349
PF13184 | CL0007
PF21759 | CL0511
PF23016 | CL0123
PF01807 | CL0167
PF14114 | CL0032
PF11528 | CL0650
PF02311 | CL0029
PF03401 | CL0177
PF13332 | CL0268
PF01810 | CL0292
PF18161 | CL0266
PF10450 | CL0408
PF17005 | CL0186
PF07430 | CL0320
PF13354 | CL0013
PF12190 | CL0547
PF00356 | CL0123
PF21722 | CL0672
PF02012 | CL0186
PF02059 | CL0053
PF16818 | CL0431
PF17987 | CL0123
PF07936 | CL0075
PF01075 | CL0113
PF08027 | CL0083
PF06162 | CL0379
PF15851 | CL0117
PF00893 | CL0184
PF01695 | CL0023
PF18482 | CL0190
PF07508 | CL0123
PF09635 | CL0497
PF03717 | CL0776
PF06339 | CL0029
PF07726 | CL0023
PF17076 | CL0816
PF17333 | CL0075
PF14487 | CL0084
PF21552 | CL0123
PF16836 | CL0023
PF17897 | CL0525
PF06357 | CL0083
PF11517 | CL0805
PF09367 | CL0116
PF13408 | CL0167
PF02938 | CL0250
PF06977 | CL0186
PF13436 | CL0500
PF07045 | CL0032
PF14862 | CL0075
PF18636 | CL0616
PF01880 | CL0159
PF19077 | CL0159
PF14262 | CL0268
PF18765 | CL0260
PF04445 | CL0063
PF17486 | CL0079
PF13609 | CL0193
PF11408 | CL0426
PF07661 | CL0251
PF03544 | CL0428
PF05673 | CL0023
PF10468 | CL0075
PF17905 | CL0007
PF19250 | CL0016
PF01580 | CL0023
PF03734 | CL0508
PF13576 | CL0505
PF02677 | CL0039
PF18029 | CL0104
PF09093 | CL0059
PF19581 | CL0104
PF17339 | CL0266
PF09372 | CL0271
PF13098 | CL0172
PF01051 | CL0123
